Kongress der Kaiserlichen Akademie der Astronomen 
Jahrestagung 1973 in Lorsch
Legende:
x,y -> z
9459,1867 -> 5
17864,2978 -> 1
4546,4459 -> 7
18497,3266 -> 8
30107,16146 -> 3
25971,5822 -> 8
18175,12012 -> 1
16,20358 -> 8
7991,847 -> 5
29943,18627 -> 3
31406,28353 -> 1
32445,10459 -> 8
2319,29976 -> 1
31474,8842 -> 2
26820,11899 -> 1
2099,13878 -> 5
25005,12479 -> 4
1338,1086 -> 2
24877,14533 -> 5
6239,6648 -> 5
11735,4326 -> 8
25675,11036 -> 7
4966,21142 -> 3
14790,10185 -> 3
14281,20674 -> 6
16370,9068 -> 5
28765,1432 -> 2
842,6961 -> 5
23223,6575 -> 2
28986,27327 -> 5
16008,21463 -> 7
18743,13431 -> 5
26242,18420 -> 8
19862,15978 -> 5
15428,16557 -> 4
19860,22462 -> 4
6072,29399 -> 2
20304,21058 -> 7
27759,23276 -> 2
31655,2652 -> 5
24529,996 -> 4
18225,27544 -> 7
26952,13389 -> 1
31433,27261 -> 8
31144,27001 -> 1
881,7287 -> 6
22917,29208 -> 5
9324,31992 -> 4
1591,12437 -> 7
6112,6940 -> 4
25525,25364 -> 3
10601,28017 -> 3
11671,4578 -> 1
13141,29110 -> 5
15320,18097 -> 4
29326,7343 -> 8
54,15872 -> 4
11863,607 -> 2
10044,12659 -> 2
2151,6463 -> 2
5209,29970 -> 5
16138,7001 -> 3
4762,15009 -> 1
3659,24137 -> 7
7125,13710 -> 1
32347,6028 -> 3
5744,24366 -> 8
7338,29873 -> 2
28169,3648 -> 5
10862,18239 -> 3
1440,17895 -> 1
1685,21105 -> 6
16927,24480 -> 7
21063,7446 -> 3
25162,20702 -> 6
22158,5173 -> 8
5507,6229 -> 4
22200,23371 -> 5
21734,10262 -> 4
3729,27959 -> 7
31394,14600 -> 4
27786,15664 -> 4
420,10607 -> 4
30561,26973 -> 6
19431,11118 -> 3
3054,22757 -> 5
22535,27091 -> 8
2839,23952 -> 4
32498,14479 -> 2
=== Land Nr. 69 ===
31013,13653 -> 3
14527,13217 -> 2
18153,8799 -> 3
5146,10844 -> 6
21102,20598 -> 1
3527,11865 -> 4
28727,29907 -> 7
24101,25712 -> 7
20272,4544 -> 2
12479,7048 -> 4
6363,6548 -> 1
7750,37 -> 4
7272,25837 -> 4
15243,21750 -> 6
28336,7740 -> 4
12375,14298 -> 5
596,30963 -> 6
7980,30734 -> 8
8803,21755 -> 7
17239,11650 -> 2
=== Land Nr. 70 ===
16223,24383 -> 7
7390,27277 -> 8
29049,26219 -> 3
23078,22640 -> 2
17487,1842 -> 1
32113,9326 -> 8
8097,5557 -> 6
4223,9825 -> 6
15789,20960 -> 5
8940,27412 -> 5
27451,4836 -> 1
24629,7114 -> 7
5749,14855 -> 8
20575,27065 -> 4
18727,30600 -> 6
25265,32611 -> 6
24575,19533 -> 5
17416,21270 -> 7
29650,18830 -> 6
19115,23795 -> 3
19244,27582 -> 3
32681,30803 -> 7
6526,8286 -> 1
4647,27485 -> 8
7891,7813 -> 2
23336,304 -> 2
13778,18486 -> 6
6322,8683 -> 7
22381,24296 -> 2
15719,12660 -> 7
25249,32710 -> 5
11742,2265 -> 2
23551,11401 -> 4
5989,26518 -> 8
11262,11275 -> 2
17403,4389 -> 2
29768,23002 -> 4
32149,16553 -> 7
13183,7792 -> 4
18199,32661 -> 1
27691,20961 -> 6
31614,3469 -> 4
11984,18722 -> 6
21559,14088 -> 4
4190,21038 -> 8
32148,1363 -> 7
3451,32179 -> 5
19670,28160 -> 4
28755,21784 -> 8
27988,24816 -> 1
20982,4594 -> 3
669,7023 -> 5
4455,10302 -> 7
23461,19493 -> 8
27117,1800 -> 2
30564,9922 -> 1
32585,27453 -> 4
21870,22445 -> 3
4561,3798 -> 4
28009,10027 -> 5
26028,29358 -> 5
15987,22696 -> 3
4000,2958 -> 2
17359,15922 -> 4
7983,19298 -> 3
20084,24904 -> 3
20726,26000 -> 3
23385,22910 -> 3
25995,23009 -> 5
3208,16057 -> 1
14420,21383 -> 7
32615,26592 -> 5
3839,21023 -> 8
25782,10325 -> 6
9647,28867 -> 4
3888,19872 -> 1
1272,896 -> 4
13269,3080 -> 2
1595,15831 -> 7
25409,9227 -> 1
24581,13582 -> 2
26020,9215 -> 4
30585,26486 -> 6
11061,4156 -> 4
21753,3577 -> 3
300,16792 -> 1
18814,28554 -> 5
16309,15658 -> 6
24417,17998 -> 4
16213,31110 -> 3
27781,5269 -> 7
9395,17650 -> 6
21800,7163 -> 8
1991,7491 -> 4
5560,4940 -> 7
14306,5477 -> 1
20359,18435 -> 6
28675,11707 -> 3
10042,7793 -> 7
18296,7124 -> 6
5427,28669 -> 4
6337,13109 -> 7
10103,10481 -> 8
3367,17435 -> 2
29121,20434 -> 3
1419,9860 -> 1
21424,24126 -> 1
18776,5867 -> 5
9820,6070 -> 4
19098,22382 -> 7
6592,25837 -> 5
31401,860 -> 4
24490,14951 -> 2
11504,31836 -> 7
1332,18322 -> 8
28073,8114 -> 8
23803,10149 -> 2
4278,22339 -> 1
27530,8155 -> 1
8402,28014 -> 8
13491,12017 -> 8
20951,7122 -> 1
25544,24555 -> 6
14535,27799 -> 3
25081,1673 -> 3
25308,732 -> 2
21824,22008 -> 3
207,2634 -> 1
1952,12962 -> 3
19977,14087 -> 7
10658,17959 -> 4
13200,13951 -> 2
5205,18663 -> 1
29881,1718 -> 7
28226,13991 -> 5
2063,11550 -> 7
13322,19506 -> 6
10486,1843 -> 7
28842,18956 -> 8
16103,15937 -> 8
15009,7305 -> 8
32092,5408 -> 5
8802,17389 -> 6
11208,8650 -> 6
29660,14171 -> 2
26415,24095 -> 2
20479,5056 -> 8
30515,8744 -> 2
1156,17403 -> 3
3770,24511 -> 8
30569,500 -> 7
5236,10854 -> 6
18648,10332 -> 1
27113,1961 -> 4
18801,23375 -> 1
10207,884 -> 3
23608,8718 -> 6
32041,24844 -> 6
8850,13962 -> 7
22862,19640 -> 3
13841,8057 -> 3
24191,31557 -> 7
1797,12330 -> 5
20185,31703 -> 8
2059,21848 -> 3
22247,30162 -> 2
28171,14496 -> 8
19415,28608 -> 4
18800,19575 -> 3
15855,23929 -> 7
26742,20644 -> 6
12309,25338 -> 3
7135,25520 -> 8
27539,18099 -> 4
28281,20430 -> 2
21333,18735 -> 6
30002,546 -> 8
23642,20830 -> 5
24753,4469 -> 6
30986,25592 -> 2
15020,30132 -> 5
25520,419 -> 6
2163,9164 -> 5
22609,6889 -> 1
14695,14793 -> 6
2182,6692 -> 6
9047,21818 -> 1
29746,25311 -> 7
10236,8772 -> 8
26663,25449 -> 6
17924,15352 -> 2
16407,16521 -> 8
7538,9918 -> 5
15197,3212 -> 3
8765,5105 -> 7
19596,12852 -> 8
10604,18950 -> 3
22980,4387 -> 1
31787,3797 -> 1
30776,3291 -> 2
31118,23001 -> 8
22381,20590 -> 1
23277,29311 -> 5
24859,6254 -> 6
14383,738 -> 3
6326,16833 -> 4
16477,8585 -> 1
4617,30561 -> 5
4165,29940 -> 5
30824,29235 -> 8
29732,27180 -> 3
10342,9592 -> 7
652,4998 -> 1
23569,14215 -> 3
11776,14172 -> 6
28194,6608 -> 8
30712,28271 -> 1
21156,17498 -> 6
11091,35 -> 5
9207,22577 -> 6
15709,32482 -> 3
6478,2445 -> 4
31727,4413 -> 4
30690,32147 -> 7
21596,25771 -> 3
8858,4341 -> 3
4640,3316 -> 4
25567,5101 -> 1
17808,8106 -> 1
31687,15681 -> 2
25082,15678 -> 7
28904,14661 -> 1
24569,400 -> 6
11369,6954 -> 4
7141,5140 -> 4
6703,26100 -> 8
4520,21465 -> 2
27710,12257 -> 5
20069,30229 -> 4
19610,24121 -> 3
17835,28169 -> 1
19282,28853 -> 3
31534,11098 -> 5
15999,6913 -> 2
29499,14378 -> 7
10325,20483 -> 7
27495,4763 -> 7
7072,13812 -> 4
18980,21893 -> 8
4411,2915 -> 4
20285,29315 -> 5
16744,9410 -> 1
10355,29600 -> 5
27157,10000 -> 6
29867,1359 -> 5
1895,20399 -> 1
17766,31095 -> 3
30254,17047 -> 7
8583,6829 -> 3
20491,20316 -> 3
15760,4861 -> 5
8041,12994 -> 7
23760,27602 -> 2
23969,24023 -> 8
27723,21717 -> 4
6106,3270 -> 2
13110,32220 -> 3
10122,18149 -> 2
15970,29772 -> 5
12706,3756 -> 7
17131,11883 -> 2
11201,25487 -> 7
27134,20378 -> 4
2319,4348 -> 6
6824,18042 -> 7
30860,27882 -> 3
14289,16985 -> 7
23795,28080 -> 2
14337,12162 -> 2
27265,12843 -> 5
18817,581 -> 5
12612,2135 -> 8
12525,9937 -> 1
23228,32234 -> 8
2391,53 -> 7
6133,25480 -> 6
21647,2855 -> 6
14686,14004 -> 5
12072,2394 -> 6
15379,28554 -> 7
20298,8337 -> 4
20553,1751 -> 7
1667,9398 -> 7
2850,32320 -> 6
7685,26250 -> 2
10777,5993 -> 8
25115,26846 -> 4
6329,2138 -> 2
23738,23631 -> 3
22885,10905 -> 3
26742,17907 -> 4
6235,12216 -> 2
15429,20354 -> 4
7222,8506 -> 2
9686,32733 -> 5
2456,11041 -> 1
11114,4354 -> 6
6087,14221 -> 1
3943,21706 -> 8
29284,1829 -> 4
32550,11273 -> 6
10367,1357 -> 2
25514,3046 -> 6
17335,26703 -> 2
9786,31622 -> 2
555,3328 -> 2
5152,26715 -> 1
17509,14991 -> 3
13301,14780 -> 6
7296,26236 -> 4
9275,15499 -> 4
7742,31206 -> 4
20033,26139 -> 8
10191,20663 -> 5
10625,6540 -> 6
26985,82 -> 1
19184,7517 -> 7
1546,14035 -> 1
22785,22244 -> 4
20989,1276 -> 4
2120,16356 -> 3
1014,29800 -> 4
19963,28294 -> 7
13281,14496 -> 6
19659,595 -> 8
20146,25876 -> 3
30154,26891 -> 6
18660,11067 -> 5
14923,17514 -> 4
24936,2880 -> 4
19732,22068 -> 4
17695,26363 -> 5
8238,18983 -> 3
26449,23092 -> 3
23092,3488 -> 3
32139,27746 -> 2
14589,13081 -> 7
19949,28509 -> 8
4327,13257 -> 2
29917,31676 -> 4
7987,19462 -> 5
899,18141 -> 6
2870,16196 -> 5
27305,22468 -> 4
1348,5824 -> 6
7639,14164 -> 4
17314,31289 -> 4
18615,28049 -> 7
31978,9284 -> 2
25898,16620 -> 2
15510,15392 -> 6
2719,3526 -> 8
22967,7444 -> 3
32631,31658 -> 4
16649,22461 -> 5
31659,8953 -> 4
31447,5077 -> 8
14315,12531 -> 3
10866,31069 -> 5
26348,4451 -> 8
2085,32300 -> 8
7845,27740 -> 5
22512,29009 -> 1
5533,11208 -> 5
28273,28628 -> 1
31918,4022 -> 2
17081,9899 -> 6
14264,27049 -> 8
9999,29699 -> 1
22587,13913 -> 1
23491,11831 -> 4
4823,19112 -> 3
5794,8447 -> 4
1313,29616 -> 2
7857,16828 -> 8
4940,4923 -> 8
3882,16891 -> 6
32152,14597 -> 5
1535,4980 -> 7
7043,20116 -> 8
16715,13110 -> 3
32563,28302 -> 3
19569,14792 -> 8
11670,16847 -> 7
10464,19542 -> 4
10271,2999 -> 4
10168,12112 -> 8
19249,15453 -> 2
16576,29953 -> 4
4251,15024 -> 1
26726,8969 -> 3
10152,29103 -> 3
2510,16317 -> 2
7351,21305 -> 4
11028,5336 -> 8
2134,18471 -> 5
12614,9993 -> 1
592,14509 -> 4
1744,31295 -> 5
28472,18747 -> 4
25158,18620 -> 7
16203,26444 -> 6
25804,26461 -> 5
27593,7914 -> 7
3738,15261 -> 2
31760,15565 -> 8
27972,30763 -> 7
11807,19043 -> 1
15052,23362 -> 1
5705,18467 -> 8
13744,30197 -> 8
14406,32755 -> 4
6507,9772 -> 8
20444,11407 -> 5
7210,29974 -> 2
18907,21551 -> 7
411,2595 -> 5
24101,25574 -> 4
31777,26359 -> 6
25068,9827 -> 1
3293,15055 -> 2
21880,27683 -> 6
10303,23625 -> 8
29455,29753 -> 7
26655,28312 -> 3
11478,11311 -> 8
21910,29569 -> 1
9665,685 -> 3
9222,7614 -> 3
21998,7151 -> 4
25618,12180 -> 2
17664,2096 -> 6
4218,8123 -> 1
9558,31630 -> 6
12314,13044 -> 6
12587,17434 -> 8
28531,17112 -> 7
1802,9740 -> 2
22920,6857 -> 8
29977,12117 -> 5
2818,14861 -> 5
15140,19207 -> 4
11211,30324 -> 6
22903,12871 -> 3
31394,32030 -> 3
5853,7112 -> 8
4954,5952 -> 6
4710,3071 -> 1
9151,30451 -> 6
1475,14224 -> 3
19547,13418 -> 8
25428,22179 -> 2
16775,7734 -> 4
18236,25379 -> 2
13971,8020 -> 3
21786,21785 -> 2
32752,21554 -> 2
9274,22422 -> 2
31377,1028 -> 3
23126,30196 -> 1
30217,9707 -> 5
6464,13397 -> 8
27669,29154 -> 3
32267,14240 -> 6
2949,19321 -> 7
12436,24695 -> 2
21958,10418 -> 7
30838,22993 -> 6
5508,425 -> 4
2245,26436 -> 5
6676,26063 -> 4
17970,2088 -> 6
13988,6613 -> 5
17248,7175 -> 1
21866,11689 -> 3
7567,27175 -> 5
20039,23555 -> 3
22510,4368 -> 3
28056,19840 -> 2
24110,17494 -> 5
806,5949 -> 7
1840,11789 -> 2
14975,4449 -> 5
22240,5814 -> 3
13590,31791 -> 2
27293,29066 -> 4
13309,27233 -> 6
32192,25701 -> 6
25113,7686 -> 8
23580,10693 -> 1
20762,281 -> 8
30351,4243 -> 5
19111,13702 -> 1
12798,12470 -> 8
1140,28769 -> 8
847,31908 -> 5
24893,621 -> 2
2878,30558 -> 1
487,9296 -> 7
15138,21413 -> 1
20775,26375 -> 8
10235,27727 -> 4
14721,6515 -> 3
9059,12020 -> 2
10377,6674 -> 6
2613,2427 -> 8
13220,30796 -> 5
1797,43 -> 2
29108,2772 -> 1
23239,5441 -> 7
14972,18701 -> 8
10284,27725 -> 4
18342,21369 -> 1
20132,25269 -> 8
31907,15253 -> 7
10249,1075 -> 6
12770,21937 -> 2
2133,7470 -> 4
5394,16298 -> 7
16634,1591 -> 2
21361,23946 -> 3
12722,27413 -> 6
9291,27000 -> 6
12001,5410 -> 1
14648,26250 -> 6
18912,29676 -> 5
26308,24138 -> 3
25028,4179 -> 1
21372,24336 -> 1
25482,5532 -> 4
29846,17798 -> 8
22182,31025 -> 1
26290,1516 -> 3
=== Land Nr. 71 ===
20323,21763 -> 5
5733,31214 -> 4
12964,4562 -> 3
32651,15931 -> 2
28379,21949 -> 1
23442,30485 -> 5
31826,8427 -> 2
13887,30088 -> 4
11040,25905 -> 3
23967,16159 -> 6
3927,1786 -> 4
19736,30752 -> 3
=== Land Nr. 72 ===
19543,25823 -> 6
23777,13500 -> 4
9799,4274 -> 2
30274,20405 -> 6
11547,8168 -> 4
8812,9574 -> 7
5823,12967 -> 5
19666,2102 -> 5
1590,22494 -> 1
21307,32729 -> 6
7111,6713 -> 3
19731,30445 -> 5
20126,5325 -> 7
8351,29395 -> 3
19043,16325 -> 4
22552,24537 -> 4
27570,1161 -> 3
489,28685 -> 8
3194,26122 -> 6
3710,5453 -> 6
11701,30009 -> 8
25434,20344 -> 1
15852,13017 -> 8
3712,28105 -> 8
21642,14115 -> 3
30282,3772 -> 3
18414,19712 -> 5
24897,11288 -> 4
6321,29114 -> 8
3735,26861 -> 5
22184,11127 -> 7
9044,13738 -> 6
29825,14309 -> 3
14673,17040 -> 6
1297,460 -> 6
13456,13107 -> 5
10663,26512 -> 1
30882,9677 -> 6
6920,30155 -> 1
31506,30595 -> 6
16094,8312 -> 1
20738,19188 -> 8
14775,2673 -> 5
1426,18599 -> 4
29168,24114 -> 5
5020,26933 -> 7
4644,27667 -> 4
6378,26433 -> 4
23020,381 -> 5
4602,19355 -> 8
536,2506 -> 1
29923,28708 -> 8
13737,21705 -> 6
9976,26186 -> 8
13108,10273 -> 1
23617,29747 -> 1
8826,22535 -> 7
16614,26617 -> 7
6224,22785 -> 3
11281,25211 -> 1
14130,24498 -> 5
22783,945 -> 4
25878,1243 -> 3
3634,8334 -> 1
16218,21277 -> 8
1033,28359 -> 3
23519,28951 -> 4
4898,27938 -> 8
4785,5630 -> 6
2125,20247 -> 3
3533,28605 -> 5
16138,26857 -> 4
17636,26939 -> 6
9401,5506 -> 4
26921,9314 -> 6
22027,25010 -> 5
10638,20211 -> 8
30035,169 -> 8
12798,2644 -> 3
29641,15296 -> 8
26738,15823 -> 3
8417,17386 -> 8
16630,10248 -> 8
14904,5481 -> 1
7670,12171 -> 7
15317,3738 -> 2
9331,7106 -> 6
9126,242 -> 3
17379,22207 -> 5
3198,28549 -> 1
32753,28038 -> 5
17417,28842 -> 4
24155,2034 -> 3
7276,20642 -> 5
17818,21055 -> 2
1418,12613 -> 4
10522,8672 -> 5
17187,1819 -> 3
9770,19502 -> 3
11345,3706 -> 6
16625,266 -> 1
5636,13180 -> 8
21253,21652 -> 1
11665,32223 -> 1
1407,19070 -> 1
26999,28217 -> 1
28310,31394 -> 6
9687,27651 -> 8
12080,6632 -> 7
20317,31845 -> 6
18154,9120 -> 8
31375,1997 -> 8
21883,24281 -> 4
16052,2224 -> 8
13964,22620 -> 4
29398,10259 -> 1
24918,30038 -> 2
20619,7330 -> 7
18338,19413 -> 6
21383,10110 -> 1
10237,17828 -> 3
15913,22038 -> 8
30024,1832 -> 1
19071,21148 -> 4
10724,30545 -> 2
3192,5368 -> 6
10028,26298 -> 3
13619,17478 -> 7
12794,902 -> 1
4279,7490 -> 8
17258,21670 -> 3
3700,19508 -> 7
20767,12939 -> 2
14943,26932 -> 3
=== Land Nr. 73 ===
29353,27753 -> 5
3969,15326 -> 4
29158,20634 -> 2
20053,10194 -> 8
29301,29643 -> 5
20557,13717 -> 4
143,9704 -> 3
=== Land Nr. 74 ===
32593,9123 -> 1
4575,21776 -> 2
29458,23008 -> 5
25406,32241 -> 1
3981,3495 -> 7
13395,1631 -> 6
10006,28443 -> 1
16001,18947 -> 8
26546,26777 -> 7
30392,2673 -> 3
3771,24398 -> 8
16897,11021 -> 4
20223,4197 -> 5
21198,30334 -> 8
21708,10315 -> 1
31110,28329 -> 1
12474,6636 -> 8
23747,10596 -> 5
32006,6666 -> 3
24112,19302 -> 4
6875,1782 -> 8
30486,8217 -> 4
15333,32584 -> 3
9203,26714 -> 2
25078,2679 -> 5
6320,4947 -> 1
25008,3165 -> 6
32595,31719 -> 8
5737,22790 -> 2
320,19060 -> 3
9415,12381 -> 1
24417,3533 -> 3
14023,16794 -> 8
30678,20411 -> 3
22315,9331 -> 5
22517,10352 -> 2
19331,2694 -> 6
28610,29096 -> 4
21326,21881 -> 8
14381,1386 -> 8
22496,20150 -> 1
12206,15791 -> 5
11292,986 -> 2
2341,340 -> 6
19480,22315 -> 8
22266,24608 -> 3
27720,13740 -> 4
28919,25296 -> 1
25802,11444 -> 3
23895,5462 -> 2
28891,22281 -> 7
13813,16602 -> 8
9129,24046 -> 5
26791,6174 -> 6
11002,9389 -> 3
24101,5199 -> 1
19810,13693 -> 6
5395,14698 -> 5
21752,15573 -> 6
9981,16573 -> 4
6349,23691 -> 5
2924,3382 -> 8
26267,29270 -> 7
20831,8301 -> 8
31576,9601 -> 5
454,22713 -> 2
21682,15867 -> 3
32215,24494 -> 6
16047,31493 -> 6
594,11727 -> 8
26583,27172 -> 7
5395,13155 -> 3
19375,12083 -> 6
5244,24486 -> 2
13952,21660 -> 6
30882,14031 -> 2
22157,10014 -> 1
9285,15527 -> 8
3659,25273 -> 4
30705,31903 -> 1
22593,7817 -> 7
17378,14759 -> 1
22666,954 -> 3
17794,7992 -> 2
312,32737 -> 5
9108,31310 -> 1
17933,23900 -> 6
26733,23618 -> 6
4410,3198 -> 6
23497,25286 -> 1
20015,32445 -> 4
26140,1908 -> 6
16537,20763 -> 1
25971,7847 -> 4
19747,13686 -> 7
8258,24737 -> 2
9882,8850 -> 6
23720,18722 -> 7
19839,24819 -> 4
8988,6403 -> 5
18728,7899 -> 5
=== Land Nr. 75 ===
27003,8813 -> 8
18696,24596 -> 4
24555,5062 -> 8
16822,28231 -> 7
27417,32366 -> 3
27840,29961 -> 4
4017,11735 -> 7
9077,16632 -> 8
16679,22698 -> 1
11309,15210 -> 2
14890,6382 -> 2
3766,17571 -> 4
=== Land Nr. 76 ===
20313,14703 -> 2
12267,3221 -> 8
7437,5593 -> 5
7585,3721 -> 1
5974,22591 -> 5
27508,28236 -> 4
28548,6666 -> 2
5655,13747 -> 4
1227,10112 -> 5
26157,26510 -> 1
15848,11363 -> 4
3299,6509 -> 8
18381,13666 -> 7
949,22453 -> 8
22976,1345 -> 8
26152,4100 -> 4
22900,3599 -> 2
22377,11217 -> 2
6652,15814 -> 8
24326,31170 -> 3
1716,2841 -> 6
20283,3651 -> 1
26478,6762 -> 8
3214,29738 -> 2
7550,15391 -> 8
16819,27804 -> 5
20872,15556 -> 6
31720,10608 -> 4
6167,21697 -> 5
11077,28598 -> 4
10076,18581 -> 3
24514,30779 -> 1
25271,19398 -> 5
9941,16915 -> 5
20688,18453 -> 7
30459,28573 -> 8
5989,6028 -> 2
28040,16502 -> 6
25632,23425 -> 4
6287,23378 -> 2
19473,13231 -> 2
27084,28864 -> 3
13209,32740 -> 1
4293,23608 -> 8
20210,23548 -> 1
10665,23308 -> 2
20371,31012 -> 2
15255,18703 -> 7
27937,10391 -> 3
15434,8461 -> 4
14511,11088 -> 7
2146,21361 -> 2
8054,30571 -> 1
18118,28582 -> 6
15954,28457 -> 3
21198,11539 -> 7
14754,20178 -> 1
23603,9930 -> 8
17761,11758 -> 6
15614,10557 -> 7
30605,9605 -> 4
25836,21398 -> 4
29501,20587 -> 5
30459,5767 -> 7
1266,15301 -> 2
8481,22700 -> 2
30977,19780 -> 8
8030,19669 -> 4
23352,29130 -> 1
4768,24786 -> 3
31482,25213 -> 5
10556,11157 -> 6
4498,18283 -> 6
23011,30666 -> 5
20583,17997 -> 3
29526,1078 -> 2
31577,28943 -> 3
21081,25971 -> 6
6002,23332 -> 2
31873,11499 -> 6
12456,11731 -> 2
31224,10016 -> 3
22893,13049 -> 1
24914,14240 -> 8
23864,19196 -> 1
28674,9016 -> 1
15184,28121 -> 8
3854,2364 -> 8
29054,158 -> 7
5910,29454 -> 5
30323,16300 -> 8
22480,19737 -> 7
4610,5005 -> 5
9850,24322 -> 1
5511,10569 -> 7
21499,193 -> 6
24834,26755 -> 1
13991,26840 -> 8
12762,12477 -> 1
15586,5097 -> 3
32327,29843 -> 8
5398,87 -> 4
11467,9431 -> 4
11446,22706 -> 1
22854,14029 -> 2
27465,15909 -> 4
8586,14327 -> 3
28591,16414 -> 6
12666,10034 -> 3
1307,16609 -> 2
2837,32279 -> 5
21117,7888 -> 3
24832,18138 -> 7
16972,2178 -> 5
23150,6681 -> 7
6641,30215 -> 7
19827,15714 -> 5
32583,27630 -> 4
31009,9811 -> 8
4070,31965 -> 3
6921,12187 -> 8
309,1246 -> 5
29685,9304 -> 3
20854,26043 -> 5
32238,15217 -> 2
12615,11761 -> 4
18929,8 -> 3
19034,7199 -> 6
17888,17689 -> 3
13119,28429 -> 6
7058,29145 -> 2
2464,30353 -> 6
11,382 -> 8
9024,29693 -> 7
13897,19559 -> 2
23443,6371 -> 2
19238,27116 -> 7
1751,26952 -> 2
14394,314 -> 8
21735,680 -> 4
14798,1277 -> 2
15689,23375 -> 1
18483,26838 -> 6
15140,1526 -> 4
24354,12484 -> 2
31517,29610 -> 4
7659,6664 -> 8
30292,8799 -> 5
24991,23096 -> 7
7405,12483 -> 7
22139,23663 -> 2
30703,44 -> 1
12348,19938 -> 6
23912,29618 -> 6
20769,584 -> 8
17158,2011 -> 8
13769,3529 -> 2
15019,91 -> 4
4147,13694 -> 6
430,20955 -> 7
9860,22685 -> 6
5825,19398 -> 4
23136,1008 -> 2
21423,27270 -> 5
17404,20003 -> 2
24439,13502 -> 6
6190,14085 -> 6
17005,9822 -> 3
13098,23776 -> 4
18789,684 -> 6
10672,17005 -> 3
1558,652 -> 4
16589,25865 -> 1
27193,18100 -> 8
12422,22073 -> 3
2060,19861 -> 2
12293,15529 -> 4
15941,31504 -> 8
2586,24606 -> 5
20117,5214 -> 2
28467,275 -> 6
25931,31917 -> 8
30232,2052 -> 7
15808,3938 -> 2
20239,24970 -> 7
8839,15107 -> 3
9518,29653 -> 7
22938,3121 -> 2
6153,20270 -> 5
27645,14905 -> 1
11269,24195 -> 2
30097,3883 -> 8
6629,15914 -> 3
5381,17273 -> 3
5758,20058 -> 1
32040,10622 -> 8
4497,25627 -> 4
24595,24463 -> 8
5937,30344 -> 2
16860,16221 -> 2
329,8130 -> 8
971,30664 -> 8
3874,4074 -> 3
31317,14978 -> 5
22254,30189 -> 6
28484,14601 -> 1
27077,13592 -> 4
24272,25829 -> 5
31906,20386 -> 3
22938,5422 -> 8
2356,3506 -> 6
3787,26557 -> 8
12199,25997 -> 2
26810,32420 -> 1
16047,21739 -> 6
11250,10935 -> 6
14713,1195 -> 5
31594,14921 -> 1
2900,1879 -> 7
22089,3957 -> 1
26409,6199 -> 3
25239,25475 -> 4
=== Land Nr. 77 ===
9503,17393 -> 7
30106,17737 -> 2
23292,9429 -> 3
5602,32414 -> 2
31779,11375 -> 1
31777,12594 -> 6
5187,8445 -> 8
12140,13675 -> 6
15369,20681 -> 3
3702,9751 -> 1
18812,22185 -> 5
15072,6677 -> 1
1482,29191 -> 1
15546,26946 -> 1
28842,14913 -> 3
9153,3142 -> 3
23976,10314 -> 2
14597,16159 -> 4
4593,25286 -> 8
20214,7290 -> 4
2418,14365 -> 2
14094,31796 -> 6
16500,3901 -> 4
11155,2465 -> 2
23288,8957 -> 8
24860,22115 -> 5
21874,25950 -> 7
18152,13563 -> 2
8907,16165 -> 8
3627,29279 -> 6
18847,21885 -> 4
12239,10288 -> 3
18233,25246 -> 4
9570,26988 -> 6
18624,20408 -> 4
13617,2478 -> 1
15239,28039 -> 7
23220,17243 -> 1
23434,13921 -> 5
19417,6983 -> 7
21360,16288 -> 3
12501,8388 -> 6
17339,14765 -> 1
10109,7947 -> 8
11998,25885 -> 4
27743,4484 -> 6
26232,2206 -> 7
21258,15970 -> 7
14823,1704 -> 5
25669,21369 -> 1
24809,813 -> 4
21551,20332 -> 4
32010,26807 -> 1
23415,30076 -> 3
8978,22971 -> 2
9771,5276 -> 1
14762,1552 -> 4
20438,6815 -> 6
11508,17850 -> 4
6106,21138 -> 5
3787,4505 -> 4
27225,22951 -> 1
18916,18327 -> 1
22782,22585 -> 8
8715,27492 -> 2
31872,29900 -> 1
26154,5610 -> 8
17098,21793 -> 8
2274,21753 -> 6
14073,26031 -> 7
23261,10720 -> 2
10164,6686 -> 3
28189,28901 -> 2
1424,31131 -> 2
19453,5351 -> 6
13947,8225 -> 5
12184,22916 -> 5
15452,31232 -> 5
29905,2971 -> 1
15477,29013 -> 4
28730,23307 -> 4
551,7468 -> 2
32386,20976 -> 6
21278,20605 -> 1
23094,7384 -> 4
9245,15179 -> 8
15608,29856 -> 5
17629,14988 -> 8
3455,17916 -> 4
16056,929 -> 3
28148,31703 -> 6
=== Land Nr. 78 ===
13593,7813 -> 3
30348,26889 -> 1
26602,11782 -> 2
22127,797 -> 8
22395,26517 -> 3
2381,17177 -> 1
18060,25761 -> 6
23089,25219 -> 5
17029,13678 -> 8
7276,6686 -> 4
17158,25064 -> 1
27060,21776 -> 1
10579,24294 -> 3
24776,18032 -> 8
15680,32470 -> 4
25146,18542 -> 3
=== Land Nr. 79 ===
2223,6863 -> 1
12590,13203 -> 4
29640,11630 -> 5
15404,16848 -> 3
4955,27416 -> 2
13914,25672 -> 8
2115,7025 -> 8
9141,1062 -> 5
27034,9764 -> 2
6957,17879 -> 3
19736,31067 -> 5
22431,25475 -> 5
26624,14954 -> 6
19758,24219 -> 5
